Filename,PromptID,Response
000061.png,0, benign
000061.png,1, benign
000061.png,2, benign
000061.png,3, benign
000061.png,4, benign
000061.png,5, benign
000061.png,6, benign
000061.png,7, benign
000062.png,0, benign
000062.png,1, benign
000062.png,2, benign
000062.png,3, benign
000062.png,4, benign
000062.png,5, benign
000062.png,6, benign
000062.png,7, benign
000063.png,0,Error
000063.png,1,Error
000063.png,2,Error
000063.png,3,Error
000063.png,4,Error
000063.png,5,Error
000063.png,6,Error
000063.png,7,Error
000064.png,0, benign
000064.png,1, benign
000064.png,2, benign
000064.png,3, benign
000064.png,4, benign
000064.png,5, benign
000064.png,6, benign
000064.png,7, benign
000065.png,0, benign
000065.png,1, benign
000065.png,2, benign
000065.png,3, benign
000065.png,4, benign
000065.png,5, benign
000065.png,6, benign
000065.png,7, benign
000066.png,0, benign
000066.png,1, benign
000066.png,2, benign
000066.png,3, benign
000066.png,4, benign
000066.png,5, benign
000066.png,6, benign
000066.png,7, benign
000067.png,0, malignant
000067.png,1, malignant
000067.png,2, malignant
000067.png,3, malignant
000067.png,4, malignant
000067.png,5, malignant
000067.png,6, malignant
000067.png,7, malignant
000068.png,0, benign
000068.png,1, benign
000068.png,2, benign
000068.png,3, benign
000068.png,4, benign
000068.png,5, benign
000068.png,6, malignant
000068.png,7, benign
000069.png,0, benign
000069.png,1, benign
000069.png,2, benign
000069.png,3, benign
000069.png,4, benign
000069.png,5, benign
000069.png,6, benign
000069.png,7, benign
000070.png,0, malignant
000070.png,1, malignant
000070.png,2, malignant
000070.png,3, malignant
000070.png,4, malignant
000070.png,5, malignant
000070.png,6, malignant
000070.png,7, malignant
000071.png,0,Error
000071.png,1,Error
000071.png,2,Error
000071.png,3,Error
000071.png,4,Error
000071.png,5,Error
000071.png,6,Error
000071.png,7,Error
000072.png,0, benign
000072.png,1, benign
000072.png,2, benign
000072.png,3, benign
000072.png,4, benign
000072.png,5, benign
000072.png,6, benign
000072.png,7, benign
000073.png,0, benign
000073.png,1, benign
000073.png,2, malignant
000073.png,3, benign
000073.png,4, malignant
000073.png,5, benign
000073.png,6, malignant
000073.png,7, malignant
000074.png,0, malignant
000074.png,1, benign
000074.png,2, malignant
000074.png,3, malignant
000074.png,4, malignant
000074.png,5, malignant
000074.png,6, malignant
000074.png,7, malignant
000075.png,0, benign
000075.png,1, benign
000075.png,2, benign
000075.png,3, benign
000075.png,4, benign
000075.png,5, benign
000075.png,6, benign
000075.png,7, benign
000076.png,0, malignant
000076.png,1, benign
000076.png,2, malignant
000076.png,3, malignant
000076.png,4, malignant
000076.png,5, malignant
000076.png,6, malignant
000076.png,7, malignant
000077.png,0, benign
000077.png,1, benign
000077.png,2, benign
000077.png,3, benign
000077.png,4, malignant
000077.png,5, benign
000077.png,6, benign
000077.png,7, benign
000078.png,0, benign
000078.png,1, benign
000078.png,2, malignant
000078.png,3, malignant
000078.png,4, malignant
000078.png,5, malignant
000078.png,6, malignant
000078.png,7, malignant
000079.png,0, malignant
000079.png,1, malignant
000079.png,2, malignant
000079.png,3, malignant
000079.png,4, malignant
000079.png,5, malignant
000079.png,6, malignant
000079.png,7, malignant
000080.png,0, benign
000080.png,1, benign
000080.png,2, benign
000080.png,3, benign
000080.png,4, benign
000080.png,5, benign
000080.png,6, benign
000080.png,7, benign
000081.png,0, benign
000081.png,1, benign
000081.png,2, benign
000081.png,3, benign
000081.png,4, benign
000081.png,5, benign
000081.png,6, benign
000081.png,7, benign
000082.png,0, benign
000082.png,1, benign
000082.png,2, benign
000082.png,3, benign
000082.png,4, benign
000082.png,5, benign
000082.png,6, benign
000082.png,7, benign
000083.png,0, benign
000083.png,1, benign
000083.png,2, The lesion in the image is a benign lesion.
000083.png,3, benign
000083.png,4, benign
000083.png,5, benign
000083.png,6, benign
000083.png,7, benign
000084.png,0, benign
000084.png,1, benign
000084.png,2, benign
000084.png,3, benign
000084.png,4, benign
000084.png,5, benign
000084.png,6, benign
000084.png,7, benign
000085.png,0, malignant
000085.png,1, malignant
000085.png,2, malignant
000085.png,3, malignant
000085.png,4, malignant
000085.png,5, malignant
000085.png,6, malignant
000085.png,7, malignant
000086.png,0, malignant
000086.png,1, malignant
000086.png,2, malignant
000086.png,3, malignant
000086.png,4, malignant
000086.png,5, malignant
000086.png,6, malignant
000086.png,7, malignant
000087.png,0, malignant
000087.png,1, malignant
000087.png,2, malignant
000087.png,3, malignant
000087.png,4, malignant
000087.png,5, malignant
000087.png,6, malignant
000087.png,7, malignant
000088.png,0, benign
000088.png,1, benign
000088.png,2, The lesion in the image is benign.
000088.png,3, benign
000088.png,4, benign
000088.png,5, benign
000088.png,6, benign
000088.png,7, benign
000089.png,0, malignant
000089.png,1, malignant
000089.png,2, malignant
000089.png,3, malignant
000089.png,4, malignant
000089.png,5, malignant
000089.png,6, malignant
000089.png,7, malignant
000090.png,0, benign
000090.png,1, benign
000090.png,2, benign
000090.png,3, benign
000090.png,4, benign
000090.png,5, benign
000090.png,6, benign
000090.png,7, benign
000091.png,0, benign
000091.png,1, benign
000091.png,2, benign
000091.png,3, benign
000091.png,4, benign
000091.png,5, benign
000091.png,6, benign
000091.png,7, benign
000092.png,0,Error
000092.png,1,Error
000092.png,2,Error
000092.png,3,Error
000092.png,4,Error
000092.png,5,Error
000092.png,6,Error
000092.png,7,Error
000093.png,0, benign
000093.png,1, benign
000093.png,2, benign
000093.png,3, benign
000093.png,4, benign
000093.png,5, benign
000093.png,6, benign
000093.png,7, benign
000094.png,0, benign
000094.png,1, benign
000094.png,2, benign
000094.png,3, benign
000094.png,4, benign
000094.png,5, benign
000094.png,6, benign
000094.png,7, benign
000095.png,0, benign
000095.png,1, benign
000095.png,2, benign
000095.png,3, benign
000095.png,4, benign
000095.png,5, benign
000095.png,6, benign
000095.png,7, benign
000096.png,0, benign
000096.png,1, benign
000096.png,2, benign
000096.png,3, benign
000096.png,4, benign
000096.png,5, benign
000096.png,6, benign
000096.png,7, benign
000097.png,0,Error
000097.png,1,Error
000097.png,2,Error
000097.png,3,Error
000097.png,4,Error
000097.png,5,Error
000097.png,6,Error
000097.png,7,Error
000098.png,0, benign
000098.png,1, benign
000098.png,2, benign
000098.png,3, benign
000098.png,4, benign
000098.png,5, benign
000098.png,6, benign
000098.png,7, benign
000099.png,0, benign
000099.png,1, benign
000099.png,2, benign
000099.png,3, benign
000099.png,4, benign
000099.png,5, benign
000099.png,6, benign
000099.png,7, benign
000100.png,0, benign
000100.png,1, benign
000100.png,2, The lesion in the image is benign.
000100.png,3, benign
000100.png,4, benign
000100.png,5, benign
000100.png,6, benign
000100.png,7, benign
000101.png,0, benign
000101.png,1, benign
000101.png,2, benign
000101.png,3, benign
000101.png,4, benign
000101.png,5, benign
000101.png,6, malignant
000101.png,7, malignant
000102.png,0, benign
000102.png,1, benign
000102.png,2, benign
000102.png,3, benign
000102.png,4, benign
000102.png,5, benign
000102.png,6, benign
000102.png,7, benign
000103.png,0, benign
000103.png,1, benign
000103.png,2, benign
000103.png,3, benign
000103.png,4, benign
000103.png,5, benign
000103.png,6, benign
000103.png,7, benign
000104.png,0, benign
000104.png,1, benign
000104.png,2, benign
000104.png,3, benign
000104.png,4, benign
000104.png,5, benign
000104.png,6, benign
000104.png,7, benign
000105.png,0, benign
000105.png,1, benign
000105.png,2, It is impossible to diagnose a lesion as malignant or benign based on an image.
000105.png,3, The lesion in the image is a benign lesion.
000105.png,4, benign
000105.png,5, benign
000105.png,6, benign
000105.png,7, benign
000106.png,0, malignant
000106.png,1, malignant
000106.png,2, malignant
000106.png,3, malignant
000106.png,4, malignant
000106.png,5, malignant
000106.png,6, malignant
000106.png,7, malignant
000107.png,0, benign
000107.png,1, benign
000107.png,2, benign
000107.png,3, benign
000107.png,4, benign
000107.png,5, benign
000107.png,6, benign
000107.png,7, benign
000108.png,0, benign
000108.png,1, benign
000108.png,2, benign
000108.png,3, benign
000108.png,4, benign
000108.png,5, benign
000108.png,6, benign
000108.png,7, benign
000109.png,0, benign
000109.png,1, benign
000109.png,2, The lesion in the image is benign.
000109.png,3, benign
000109.png,4, benign
000109.png,5, benign
000109.png,6, benign
000109.png,7, benign
000110.png,0, benign
000110.png,1, benign
000110.png,2, benign
000110.png,3, benign
000110.png,4, benign
000110.png,5, benign
000110.png,6, benign
000110.png,7, benign
000111.png,0, benign
000111.png,1, benign
000111.png,2, malignant
000111.png,3, benign
000111.png,4, malignant
000111.png,5, malignant
000111.png,6, malignant
000111.png,7, benign
000112.png,0, benign
000112.png,1, benign
000112.png,2, malignant
000112.png,3, malignant
000112.png,4, malignant
000112.png,5, malignant
000112.png,6, malignant
000112.png,7, malignant
000113.png,0,Error
000113.png,1,Error
000113.png,2,Error
000113.png,3,Error
000113.png,4,Error
000113.png,5,Error
000113.png,6,Error
000113.png,7,Error
000114.png,0, benign
000114.png,1, benign
000114.png,2, benign
000114.png,3, benign
000114.png,4, benign
000114.png,5, benign
000114.png,6, benign
000114.png,7, benign
000115.png,0, benign
000115.png,1, benign
000115.png,2, malignant
000115.png,3, benign
000115.png,4, benign
000115.png,5, benign
000115.png,6, benign
000115.png,7, benign
000116.png,0, benign
000116.png,1, benign
000116.png,2, benign
000116.png,3, benign
000116.png,4, benign
000116.png,5, benign
000116.png,6, benign
000116.png,7, benign
000117.png,0, malignant
000117.png,1, benign
000117.png,2, malignant
000117.png,3, benign
000117.png,4, malignant
000117.png,5, malignant
000117.png,6, malignant
000117.png,7, malignant
000118.png,0,Error
000118.png,1,Error
000118.png,2,Error
000118.png,3,Error
000118.png,4,Error
000118.png,5,Error
000118.png,6,Error
000118.png,7,Error
000119.png,0,Error
000119.png,1,Error
000119.png,2,Error
000119.png,3,Error
000119.png,4,Error
000119.png,5,Error
000119.png,6,Error
000119.png,7,Error
000120.png,0,Error
000120.png,1,Error
000120.png,2,Error
000120.png,3,Error
000120.png,4,Error
000120.png,5,Error
000120.png,6,Error
000120.png,7,Error
000121.png,0, benign
000121.png,1, benign
000121.png,2, malignant
000121.png,3, benign
000121.png,4, benign
000121.png,5, benign
000121.png,6, malignant
000121.png,7, malignant
000122.png,0, malignant
000122.png,1, benign
000122.png,2, malignant
000122.png,3, malignant
000122.png,4, malignant
000122.png,5, malignant
000122.png,6, malignant
000122.png,7, malignant
000123.png,0, benign
000123.png,1, benign
000123.png,2, benign
000123.png,3, benign
000123.png,4, benign
000123.png,5, benign
000123.png,6, benign
000123.png,7, benign
000124.png,0, benign
000124.png,1, benign
000124.png,2, malignant
000124.png,3, malignant
000124.png,4, malignant
000124.png,5, benign
000124.png,6, malignant
000124.png,7, benign
000125.png,0, benign
000125.png,1, benign
000125.png,2, benign
000125.png,3, benign
000125.png,4, benign
000125.png,5, benign
000125.png,6, malignant
000125.png,7, benign
000126.png,0, benign
000126.png,1, malignant
000126.png,2, malignant
000126.png,3, malignant
000126.png,4, malignant
000126.png,5, malignant
000126.png,6, malignant
000126.png,7, malignant
000127.png,0, malignant
000127.png,1, benign
000127.png,2, malignant
000127.png,3, It is impossible to determine if a lesion is malignant or benign based on an image.
000127.png,4, malignant
000127.png,5, benign
000127.png,6, malignant
000127.png,7, malignant
000128.png,0, benign
000128.png,1, benign
000128.png,2, malignant
000128.png,3, malignant
000128.png,4, malignant
000128.png,5, malignant
000128.png,6, malignant
000128.png,7, malignant
000129.png,0, benign
000129.png,1, benign
000129.png,2, benign
000129.png,3, benign
000129.png,4, malignant
000129.png,5, benign
000129.png,6, benign
000129.png,7, benign
000130.png,0, benign
000130.png,1, benign
000130.png,2, benign
000130.png,3, benign
000130.png,4, benign
000130.png,5, benign
000130.png,6, benign
000130.png,7, benign
000131.png,0, benign
000131.png,1, benign
000131.png,2, benign
000131.png,3, benign
000131.png,4, benign
000131.png,5, benign
000131.png,6, benign
000131.png,7, benign
000132.png,0, benign
000132.png,1, benign
000132.png,2, benign
000132.png,3, benign
000132.png,4, benign
000132.png,5, benign
000132.png,6, malignant
000132.png,7, benign
000133.png,0, benign
000133.png,1, benign
000133.png,2, benign
000133.png,3, benign
000133.png,4, benign
000133.png,5, benign
000133.png,6, benign
000133.png,7, benign
000134.png,0,Error
000134.png,1,Error
000134.png,2,Error
000134.png,3,Error
000134.png,4,Error
000134.png,5,Error
000134.png,6,Error
000134.png,7,Error
000135.png,0, benign
000135.png,1, benign
000135.png,2, benign
000135.png,3, benign
000135.png,4, benign
000135.png,5, benign
000135.png,6, benign
000135.png,7, benign
000136.png,0, benign
000136.png,1, benign
000136.png,2, benign
000136.png,3, benign
000136.png,4, benign
000136.png,5, benign
000136.png,6, benign
000136.png,7, benign
000137.png,0, benign
000137.png,1, benign
000137.png,2, malignant
000137.png,3, benign
000137.png,4, malignant
000137.png,5, benign
000137.png,6, malignant
000137.png,7, benign
000138.png,0, malignant
000138.png,1, benign
000138.png,2, malignant
000138.png,3, malignant
000138.png,4, malignant
000138.png,5, malignant
000138.png,6, malignant
000138.png,7, malignant
000139.png,0, benign
000139.png,1, benign
000139.png,2, The lesion in the image appears benign.
000139.png,3, benign
000139.png,4, benign
000139.png,5, benign
000139.png,6, benign
000139.png,7, benign
000140.png,0, benign
000140.png,1, benign
000140.png,2, It is not possible to determine if the lesion is malignant or benign based on the provided image.
000140.png,3, This image is too blurry to make a determination.
000140.png,4, benign
000140.png,5, benign
000140.png,6, benign
000140.png,7, benign
000141.png,0,Error
000141.png,1,Error
000141.png,2,Error
000141.png,3,Error
000141.png,4,Error
000141.png,5,Error
000141.png,6,Error
000141.png,7,Error
000142.png,0, benign
000142.png,1, benign
000142.png,2, benign
000142.png,3, benign
000142.png,4, benign
000142.png,5, benign
000142.png,6, benign
000142.png,7, benign
000143.png,0, benign
000143.png,1, benign
000143.png,2, malignant
000143.png,3, benign
000143.png,4, malignant
000143.png,5, malignant
000143.png,6, benign
000143.png,7, benign
000144.png,0, benign
000144.png,1, benign
000144.png,2, malignant
000144.png,3, malignant
000144.png,4, malignant
000144.png,5, malignant
000144.png,6, malignant
000144.png,7, malignant
000145.png,0, benign
000145.png,1, benign
000145.png,2, benign
000145.png,3, benign
000145.png,4, benign
000145.png,5, benign
000145.png,6, benign
000145.png,7, benign
000146.png,0, benign
000146.png,1, benign
000146.png,2, benign
000146.png,3, benign
000146.png,4, benign
000146.png,5, benign
000146.png,6, benign
000146.png,7, benign
000147.png,0, malignant
000147.png,1, benign
000147.png,2, malignant
000147.png,3, malignant
000147.png,4, malignant
000147.png,5, malignant
000147.png,6, malignant
000147.png,7, malignant
000148.png,0, benign
000148.png,1, benign
000148.png,2, malignant
000148.png,3, benign
000148.png,4, benign
000148.png,5, benign
000148.png,6, benign
000148.png,7, benign
000149.png,0, benign
000149.png,1, benign
000149.png,2, benign
000149.png,3, benign
000149.png,4, benign
000149.png,5, benign
000149.png,6, benign
000149.png,7, benign
000150.png,0,Error
000150.png,1,Error
000150.png,2,Error
000150.png,3,Error
000150.png,4,Error
000150.png,5,Error
000150.png,6,Error
000150.png,7,Error
000151.png,0, benign
000151.png,1, benign
000151.png,2, benign
000151.png,3, benign
000151.png,4, benign
000151.png,5, benign
000151.png,6, benign
000151.png,7, benign
000152.png,0, benign
000152.png,1, benign
000152.png,2, benign
000152.png,3, benign
000152.png,4, benign
000152.png,5, benign
000152.png,6, benign
000152.png,7, benign
000153.png,0, benign
000153.png,1, benign
000153.png,2, malignant
000153.png,3, malignant
000153.png,4, malignant
000153.png,5, malignant
000153.png,6, malignant
000153.png,7, malignant
000154.png,0,Error
000154.png,1,Error
000154.png,2,Error
000154.png,3,Error
000154.png,4,Error
000154.png,5,Error
000154.png,6,Error
000154.png,7,Error
000155.png,0, benign
000155.png,1, benign
000155.png,2, malignant
000155.png,3, malignant
000155.png,4, malignant
000155.png,5, benign
000155.png,6, malignant
000155.png,7, benign
000156.png,0, benign
000156.png,1, benign
000156.png,2, benign
000156.png,3, benign
000156.png,4, benign
000156.png,5, benign
000156.png,6, benign
000156.png,7, benign
000157.png,0, benign
000157.png,1, benign
000157.png,2, benign
000157.png,3, benign
000157.png,4, benign
000157.png,5, benign
000157.png,6, benign
000157.png,7, benign
000158.png,0,Error
000158.png,1,Error
000158.png,2,Error
000158.png,3,Error
000158.png,4,Error
000158.png,5,Error
000158.png,6,Error
000158.png,7,Error
000159.png,0, benign
000159.png,1, benign
000159.png,2, cannot tell
000159.png,3, benign
000159.png,4, benign
000159.png,5, benign
000159.png,6, benign
000159.png,7, benign
000160.png,0, benign
000160.png,1, benign
000160.png,2, malignant
000160.png,3, malignant
000160.png,4, benign
000160.png,5, benign
000160.png,6, malignant
000160.png,7, benign
000161.png,0, malignant
000161.png,1, malignant
000161.png,2, malignant
000161.png,3, malignant
000161.png,4, malignant
000161.png,5, malignant
000161.png,6, malignant
000161.png,7, malignant
000162.png,0, benign
000162.png,1, malignant
000162.png,2, malignant
000162.png,3, malignant
000162.png,4, malignant
000162.png,5, malignant
000162.png,6, malignant
000162.png,7, malignant
000163.png,0, benign
000163.png,1, benign
000163.png,2, malignant
000163.png,3, benign
000163.png,4, benign
000163.png,5, benign
000163.png,6, benign
000163.png,7, benign
000164.png,0, malignant
000164.png,1, benign
000164.png,2, malignant
000164.png,3, malignant
000164.png,4, malignant
000164.png,5, malignant
000164.png,6, malignant
000164.png,7, malignant
000165.png,0, benign
000165.png,1, benign
000165.png,2, malignant
000165.png,3, malignant
000165.png,4, malignant
000165.png,5, benign
000165.png,6, malignant
000165.png,7, malignant
000166.png,0, malignant
000166.png,1, benign
000166.png,2, malignant
000166.png,3, benign
000166.png,4, malignant
000166.png,5, benign
000166.png,6, malignant
000166.png,7, malignant
000167.png,0, malignant
000167.png,1, benign
000167.png,2, malignant
000167.png,3, malignant
000167.png,4, malignant
000167.png,5, malignant
000167.png,6, malignant
000167.png,7, malignant
000168.png,0, benign
000168.png,1, benign
000168.png,2, The lesion in the image is benign.
000168.png,3, benign
000168.png,4, benign
000168.png,5, benign
000168.png,6, benign
